SATISFACTION_LEVEL,LAST_EVALUATION,NUMBER_PROJECT,AVERAGE_MONTLY_HOURS,TIME_SPEND_COMPANY,WORK_ACCIDENT,QUIT_THE_COMPANY,PROMOTION_LAST_5YEARS,DEPARTMENTS,SALARY,EMPLOYEE_ID,ABSENTEEISM,JOB_ROLE,MANAGER_FEEDBACK_SCORE,REMOTE_WORK,ENGAGEMENT_SCORE
0.65,0.62,4.0,235,3.0,0.0,0,0,support,low,EMP06927,6,Customer Support,5.7,0,0.61
0.80,0.62,5.0,190,4.0,1.0,0,0,IT,medium,EMP10904,6,IT Support,10.0,1,0.90
0.10,0.96,6.0,292,4.0,0.0,1,0,support,medium,EMP01348,6,Customer Support,1.0,1,0.10
0.93,0.56,5.0,140,3.0,0.0,0,0,technical,medium,EMP12877,1,Software Engineer,8.6,1,0.90
0.58,0.65,4.0,248,4.0,0.0,0,0,marketing,high,EMP03892,3,Marketing Analyst,4.5,1,0.52
0.90,0.58,3.0,244,8.0,0.0,0,0,sales,low,EMP13951,4,Sales Executive,7.9,0,0.84
0.83,0.84,4.0,206,2.0,0.0,0,0,sales,medium,EMP08342,0,Sales Executive,9.7,1,0.90
0.10,0.79,7.0,284,4.0,0.0,1,0,IT,medium,EMP01209,12,IT Support,1.0,1,0.10
0.57,0.54,4.0,142,4.0,0.0,0,0,technical,medium,EMP10134,2,Software Engineer,5.4,1,0.55
0.45,0.46,2.0,130,3.0,0.0,1,0,technical,low,EMP00425,16,Software Engineer,5.7,1,0.51
0.20,0.48,4.0,156,4.0,1.0,0,0,sales,medium,EMP07656,13,Sales Executive,1.1,0,0.16
0.40,0.46,2.0,156,3.0,0.0,1,0,management,medium,EMP01512,8,Operations Manager,5.0,1,0.45
0.80,0.79,5.0,240,2.0,0.0,0,0,support,low,EMP05313,9,Customer Support,7.8,0,0.79
0.93,0.99,4.0,209,3.0,1.0,0,0,accounting,high,EMP08884,3,Financial Analyst,9.3,0,0.93
0.10,0.87,6.0,286,4.0,0.0,1,0,IT,medium,EMP12453,19,IT Support,1.0,1,0.10
0.88,0.88,3.0,214,2.0,1.0,0,0,RandD,low,EMP03434,6,Research Scientist,7.3,1,0.80
0.63,0.91,3.0,233,4.0,0.0,0,0,IT,medium,EMP10366,8,IT Support,7.4,1,0.68
0.10,0.84,6.0,283,4.0,1.0,1,0,technical,low,EMP14348,9,Software Engineer,1.0,0,0.10
0.76,0.99,3.0,166,3.0,0.0,0,0,sales,medium,EMP07950,5,Sales Executive,9.5,0,0.86
0.10,0.83,6.0,292,4.0,0.0,1,0,support,low,EMP12131,14,Customer Support,1.4,0,0.12
0.81,0.84,3.0,216,3.0,0.0,0,0,sales,medium,EMP07647,0,Sales Executive,5.6,0,0.68
0.99,0.96,5.0,261,3.0,0.0,0,0,support,high,EMP03335,9,Customer Support,8.6,0,0.92
0.76,0.64,3.0,189,3.0,0.0,0,0,accounting,medium,EMP02597,8,Financial Analyst,5.5,0,0.66
0.99,0.69,3.0,190,3.0,0.0,0,0,support,medium,EMP07229,4,Customer Support,8.6,0,0.92
0.36,0.47,2.0,148,3.0,0.0,1,0,technical,medium,EMP00574,10,Software Engineer,2.0,0,0.28
0.82,0.91,5.0,232,5.0,0.0,1,0,technical,low,EMP14500,5,Software Engineer,8.5,0,0.84
0.92,0.87,4.0,226,6.0,1.0,1,0,technical,medium,EMP14403,8,Software Engineer,8.9,1,0.90
0.84,0.66,3.0,209,2.0,0.0,0,0,sales,low,EMP11472,7,Sales Executive,9.1,0,0.88
0.53,0.85,2.0,164,5.0,0.0,1,0,support,low,EMP14723,7,Customer Support,5.3,0,0.53
0.50,0.63,4.0,229,4.0,0.0,0,0,sales,low,EMP06349,7,Sales Executive,4.8,0,0.49
0.10,0.87,6.0,290,4.0,0.0,1,0,support,low,EMP12361,13,Customer Support,1.2,0,0.11
0.68,0.76,3.0,190,3.0,1.0,0,0,technical,medium,EMP04470,7,Software Engineer,6.7,1,0.68
0.68,0.56,4.0,272,3.0,0.0,0,0,sales,low,EMP02928,4,Sales Executive,5.9,0,0.64
0.73,0.91,4.0,247,5.0,0.0,1,0,support,medium,EMP01584,8,Customer Support,6.1,1,0.67
0.70,0.91,4.0,181,2.0,1.0,0,0,technical,low,EMP03706,8,Software Engineer,7.7,1,0.74
0.60,0.80,4.0,146,2.0,0.0,0,0,product_mng,medium,EMP03276,8,Product Manager,6.5,0,0.62
0.97,0.92,3.0,168,3.0,0.0,0,0,technical,low,EMP05915,3,Software Engineer,9.3,0,0.95
0.67,0.69,3.0,231,3.0,0.0,0,1,technical,medium,EMP11403,0,Software Engineer,7.2,1,0.70
0.40,0.53,2.0,152,3.0,0.0,1,0,product_mng,medium,EMP01596,8,Product Manager,4.9,0,0.45
0.79,0.49,3.0,137,2.0,0.0,0,0,IT,medium,EMP08613,1,IT Support,9.2,1,0.86
0.87,0.49,4.0,149,2.0,0.0,0,0,sales,low,EMP04683,7,Sales Executive,8.5,0,0.86
0.76,0.97,5.0,172,3.0,0.0,0,0,sales,medium,EMP08031,9,Sales Executive,9.4,0,0.85
0.77,0.61,4.0,178,2.0,1.0,0,0,support,high,EMP04703,4,Customer Support,7.7,0,0.77
0.17,0.59,6.0,160,2.0,0.0,0,0,IT,low,EMP10375,17,IT Support,2.4,0,0.20
0.45,0.46,2.0,155,3.0,0.0,1,0,sales,low,EMP00246,13,Sales Executive,4.8,0,0.46
0.53,0.66,3.0,109,2.0,0.0,0,0,RandD,medium,EMP03430,7,Research Scientist,5.3,1,0.53
0.92,0.68,5.0,177,4.0,0.0,0,0,support,medium,EMP12871,0,Customer Support,9.7,0,0.94
0.81,0.58,3.0,243,4.0,0.0,0,0,marketing,high,EMP04131,1,Marketing Analyst,7.3,0,0.77
0.79,0.93,5.0,160,4.0,1.0,0,0,accounting,medium,EMP03692,3,Financial Analyst,6.9,0,0.74
0.10,0.94,6.0,309,4.0,0.0,1,0,technical,medium,EMP14705,18,Software Engineer,1.5,0,0.12
0.73,0.94,3.0,177,3.0,0.0,0,0,technical,low,EMP13908,1,Software Engineer,7.0,0,0.72
0.37,0.46,2.0,149,3.0,0.0,1,0,IT,low,EMP00674,11,IT Support,4.0,1,0.38
0.93,0.49,4.0,255,2.0,0.0,0,0,management,high,EMP10001,8,Operations Manager,10.0,0,0.97
0.76,0.60,3.0,140,2.0,0.0,0,0,RandD,low,EMP07172,0,Research Scientist,9.6,0,0.86
0.93,0.51,3.0,196,2.0,0.0,0,1,RandD,medium,EMP04732,3,Research Scientist,9.0,1,0.92
0.96,0.55,5.0,211,2.0,0.0,0,0,sales,low,EMP07582,1,Sales Executive,8.2,1,0.89
0.40,0.62,4.0,127,5.0,0.0,0,0,accounting,low,EMP11458,16,Financial Analyst,5.8,0,0.49
0.52,0.80,3.0,156,3.0,0.0,0,0,sales,medium,EMP10165,7,Sales Executive,3.7,0,0.44
0.87,0.84,4.0,237,3.0,1.0,0,0,sales,medium,EMP09543,7,Sales Executive,7.2,1,0.80
0.90,0.74,4.0,206,4.0,1.0,0,0,IT,low,EMP02426,8,IT Support,10.0,0,0.95
0.78,0.40,6.0,174,3.0,0.0,0,0,technical,medium,EMP04464,4,Software Engineer,8.9,1,0.84
0.32,0.95,5.0,172,2.0,0.0,1,0,sales,low,EMP12486,7,Sales Executive,3.7,0,0.34
0.47,0.56,4.0,226,3.0,0.0,0,0,marketing,low,EMP13403,16,Marketing Analyst,4.7,0,0.47
0.84,0.56,5.0,224,2.0,0.0,0,0,support,medium,EMP11324,9,Customer Support,8.1,1,0.82
0.56,0.75,4.0,192,2.0,0.0,0,0,support,low,EMP03486,9,Customer Support,4.2,0,0.49
0.96,0.61,4.0,199,3.0,0.0,0,0,sales,low,EMP07503,9,Sales Executive,8.8,0,0.92
0.09,0.97,7.0,254,4.0,1.0,1,0,RandD,medium,EMP14666,16,Research Scientist,1.0,0,0.10
0.14,0.73,5.0,266,6.0,0.0,0,0,sales,low,EMP04984,10,Sales Executive,1.5,0,0.15
0.78,0.72,3.0,255,4.0,1.0,0,0,management,low,EMP04029,4,Operations Manager,7.9,1,0.78
0.97,0.54,5.0,185,2.0,0.0,0,0,sales,medium,EMP08577,2,Sales Executive,10.0,0,0.98
0.98,0.60,4.0,191,3.0,0.0,0,0,IT,low,EMP05567,1,IT Support,10.0,0,0.99
0.19,0.53,6.0,191,4.0,0.0,0,0,support,low,EMP02037,12,Customer Support,1.3,1,0.16
0.60,0.45,3.0,104,4.0,0.0,0,0,IT,low,EMP11883,9,IT Support,5.8,0,0.59
0.55,0.69,4.0,220,3.0,1.0,0,0,management,high,EMP13609,2,Operations Manager,6.0,0,0.57
0.89,0.59,3.0,265,8.0,0.0,0,0,RandD,low,EMP13876,0,Research Scientist,9.1,0,0.90
0.87,1.00,5.0,261,5.0,1.0,1,0,technical,medium,EMP12539,0,Software Engineer,9.3,1,0.90
0.56,0.56,5.0,229,4.0,1.0,0,0,support,low,EMP06464,0,Customer Support,6.0,1,0.58
0.57,0.61,4.0,158,5.0,0.0,1,0,support,medium,EMP01428,7,Customer Support,5.4,0,0.55
0.24,0.70,5.0,147,6.0,1.0,0,0,support,medium,EMP03106,14,Customer Support,1.5,0,0.20
0.90,0.88,4.0,205,2.0,0.0,0,0,sales,low,EMP04292,9,Sales Executive,7.9,1,0.84
0.83,0.98,4.0,254,5.0,0.0,1,0,technical,low,EMP01414,7,Software Engineer,8.4,0,0.84
0.84,1.00,5.0,234,5.0,0.0,1,0,technical,medium,EMP00115,3,Software Engineer,8.2,1,0.83
0.60,0.79,5.0,217,2.0,0.0,0,0,sales,low,EMP04375,3,Sales Executive,5.5,1,0.57
0.85,0.94,5.0,235,4.0,0.0,0,0,sales,low,EMP11113,4,Sales Executive,8.9,0,0.87
0.42,0.47,2.0,159,3.0,0.0,1,0,marketing,low,EMP00231,14,Marketing Analyst,5.4,0,0.48
0.75,0.78,2.0,264,3.0,1.0,0,0,technical,medium,EMP07829,6,Software Engineer,8.2,1,0.78
0.21,0.87,4.0,148,5.0,0.0,0,0,sales,medium,EMP04514,16,Sales Executive,3.0,0,0.26
0.75,0.62,5.0,144,3.0,0.0,0,0,technical,low,EMP10425,7,Software Engineer,6.9,0,0.72
0.94,0.90,2.0,263,3.0,0.0,0,0,RandD,low,EMP02747,5,Research Scientist,9.4,0,0.94
0.43,0.85,6.0,168,2.0,0.0,0,0,technical,low,EMP03548,9,Software Engineer,3.7,1,0.40
0.35,0.59,5.0,268,3.0,0.0,0,0,accounting,low,EMP05295,19,Financial Analyst,3.6,1,0.36
0.72,0.94,4.0,235,3.0,0.0,0,0,technical,medium,EMP04392,5,Software Engineer,8.8,1,0.80
0.40,0.53,2.0,151,3.0,0.0,1,0,IT,low,EMP00215,15,IT Support,3.7,1,0.38
0.93,0.89,3.0,255,7.0,1.0,0,0,sales,medium,EMP14114,7,Sales Executive,8.5,0,0.89
0.55,0.79,3.0,254,3.0,1.0,0,0,technical,medium,EMP10044,6,Software Engineer,6.0,0,0.57
0.73,0.83,5.0,266,5.0,0.0,0,0,sales,low,EMP10099,5,Sales Executive,7.4,0,0.74
0.29,0.75,3.0,124,4.0,0.0,0,0,marketing,medium,EMP03823,6,Marketing Analyst,3.2,0,0.30
0.72,0.54,3.0,226,2.0,1.0,0,0,sales,low,EMP04058,6,Sales Executive,7.4,0,0.73
0.82,0.68,2.0,285,2.0,0.0,0,0,support,medium,EMP02488,8,Customer Support,7.7,0,0.80
0.69,0.85,5.0,246,3.0,0.0,0,0,IT,medium,EMP08076,9,IT Support,7.1,0,0.70
0.30,0.67,3.0,232,3.0,0.0,0,0,sales,low,EMP05891,17,Sales Executive,4.0,0,0.35
0.26,0.85,6.0,152,4.0,0.0,0,0,support,medium,EMP02183,9,Customer Support,3.7,0,0.32
0.26,0.69,5.0,213,2.0,0.0,0,0,accounting,high,EMP13078,11,Financial Analyst,2.1,0,0.24
0.64,0.55,4.0,215,2.0,0.0,0,0,sales,low,EMP13640,9,Sales Executive,6.6,0,0.65
0.83,0.77,3.0,171,3.0,0.0,0,0,sales,low,EMP04830,8,Sales Executive,9.8,1,0.90
0.90,0.55,3.0,260,3.0,0.0,0,0,sales,medium,EMP08728,3,Sales Executive,8.5,0,0.88
0.60,0.54,3.0,136,3.0,1.0,0,0,technical,low,EMP07750,2,Software Engineer,5.4,0,0.57
0.27,0.85,5.0,142,6.0,0.0,0,0,sales,medium,EMP10549,16,Sales Executive,3.5,1,0.31
0.87,0.66,3.0,270,2.0,0.0,0,0,product_mng,low,EMP10069,3,Product Manager,9.3,0,0.90
0.98,0.67,4.0,189,4.0,0.0,0,0,support,high,EMP07380,9,Customer Support,9.0,1,0.94
0.46,0.57,2.0,139,3.0,0.0,1,0,sales,low,EMP14608,8,Sales Executive,3.2,0,0.39
0.80,0.82,4.0,271,4.0,0.0,0,0,sales,low,EMP13142,0,Sales Executive,8.2,0,0.81
0.54,0.42,3.0,138,3.0,1.0,0,0,support,medium,EMP04049,0,Customer Support,3.7,0,0.46
0.10,0.80,7.0,281,4.0,0.0,1,0,technical,low,EMP14255,9,Software Engineer,1.6,1,0.13
0.83,0.69,4.0,232,2.0,0.0,0,0,sales,low,EMP04070,9,Sales Executive,8.1,0,0.82
0.32,0.81,5.0,111,4.0,0.0,0,0,sales,medium,EMP10253,10,Sales Executive,4.8,0,0.40
0.42,0.49,2.0,152,3.0,0.0,1,0,support,low,EMP01499,6,Customer Support,5.5,1,0.48
0.80,0.80,3.0,175,2.0,0.0,0,0,RandD,medium,EMP06558,1,Research Scientist,7.7,0,0.78
0.57,0.82,4.0,269,2.0,0.0,0,0,technical,medium,EMP13532,8,Software Engineer,4.1,1,0.49
0.63,0.90,4.0,245,3.0,0.0,0,0,technical,low,EMP12940,6,Software Engineer,6.8,0,0.66
0.09,0.90,7.0,296,4.0,0.0,1,0,technical,medium,EMP14826,8,Software Engineer,1.0,1,0.10
0.63,0.80,4.0,243,2.0,0.0,0,0,sales,medium,EMP04973,0,Sales Executive,7.1,0,0.67
0.65,0.57,3.0,168,2.0,0.0,0,0,sales,high,EMP07883,1,Sales Executive,5.0,0,0.57
0.62,0.75,4.0,216,2.0,0.0,0,0,sales,low,EMP06663,3,Sales Executive,4.8,1,0.55
0.54,0.70,5.0,239,5.0,0.0,0,0,RandD,medium,EMP02056,3,Research Scientist,4.2,1,0.48
0.43,0.51,2.0,155,3.0,0.0,1,0,technical,medium,EMP14715,16,Software Engineer,3.6,0,0.40
0.63,0.66,4.0,237,2.0,1.0,0,0,RandD,medium,EMP02059,6,Research Scientist,7.2,0,0.68
0.28,0.83,4.0,162,3.0,0.0,0,0,sales,low,EMP06804,12,Sales Executive,4.3,0,0.36
0.72,0.81,4.0,200,2.0,0.0,0,0,marketing,low,EMP06267,1,Marketing Analyst,6.6,1,0.69
0.53,0.97,4.0,249,3.0,0.0,0,0,sales,medium,EMP08110,2,Sales Executive,5.8,0,0.55
0.49,0.47,4.0,285,3.0,0.0,0,0,RandD,low,EMP05419,6,Research Scientist,4.6,1,0.48
0.86,0.91,4.0,253,3.0,0.0,0,0,IT,low,EMP13282,5,IT Support,9.1,0,0.88
0.92,0.82,4.0,168,3.0,0.0,0,1,support,low,EMP04555,3,Customer Support,9.2,0,0.92
0.82,0.78,5.0,231,2.0,1.0,0,0,IT,low,EMP04418,5,IT Support,7.9,1,0.80
0.75,0.67,4.0,135,2.0,0.0,0,0,sales,high,EMP08411,1,Sales Executive,6.1,0,0.68
0.42,0.54,2.0,143,3.0,1.0,1,0,sales,low,EMP00484,14,Sales Executive,4.3,1,0.42
0.62,0.66,5.0,165,3.0,0.0,0,0,technical,low,EMP05386,5,Software Engineer,7.2,1,0.67
0.57,0.94,4.0,257,3.0,0.0,0,0,marketing,medium,EMP05045,2,Marketing Analyst,3.7,0,0.47
0.72,0.63,3.0,223,2.0,1.0,0,0,sales,medium,EMP06508,7,Sales Executive,6.9,0,0.70
0.57,0.82,4.0,269,2.0,0.0,0,0,technical,medium,EMP11321,6,Software Engineer,7.2,1,0.64
0.83,0.58,4.0,225,3.0,0.0,0,0,technical,low,EMP08172,2,Software Engineer,9.5,0,0.89
0.90,1.00,5.0,221,5.0,0.0,1,0,support,low,EMP14344,3,Customer Support,9.5,0,0.92
0.52,0.63,3.0,269,2.0,0.0,0,0,sales,medium,EMP06132,4,Sales Executive,6.7,0,0.60
0.84,0.65,2.0,140,3.0,0.0,0,0,IT,low,EMP02047,6,IT Support,6.8,0,0.76
0.48,0.78,2.0,198,2.0,0.0,1,0,technical,medium,EMP12577,19,Software Engineer,3.7,0,0.42
0.62,0.61,3.0,266,2.0,0.0,0,0,management,high,EMP11844,2,Operations Manager,4.2,0,0.52
0.22,0.49,4.0,218,4.0,0.0,0,0,marketing,low,EMP03976,5,Marketing Analyst,1.5,0,0.18
0.63,0.59,4.0,249,2.0,0.0,0,0,technical,low,EMP09352,4,Software Engineer,7.4,0,0.68
0.84,0.93,5.0,225,4.0,0.0,0,0,sales,high,EMP08414,6,Sales Executive,7.8,1,0.81
0.77,0.91,5.0,236,5.0,0.0,1,0,marketing,medium,EMP14754,4,Marketing Analyst,6.4,1,0.70
0.98,0.74,3.0,185,3.0,0.0,0,0,sales,medium,EMP13584,4,Sales Executive,10.0,0,0.99
0.69,0.89,4.0,174,2.0,0.0,0,0,technical,low,EMP02348,8,Software Engineer,7.2,1,0.70
0.54,0.88,3.0,251,2.0,0.0,0,0,technical,low,EMP05310,5,Software Engineer,4.9,1,0.52
0.71,0.96,4.0,144,4.0,0.0,0,0,sales,medium,EMP04047,0,Sales Executive,7.3,0,0.72
0.75,0.59,3.0,242,3.0,0.0,0,0,marketing,medium,EMP09471,9,Marketing Analyst,8.2,0,0.78
0.92,0.54,3.0,246,3.0,0.0,0,0,RandD,medium,EMP09694,4,Research Scientist,8.6,0,0.89
0.46,0.55,2.0,147,3.0,0.0,1,0,product_mng,medium,EMP14938,5,Product Manager,3.8,0,0.42
0.66,0.72,4.0,271,3.0,0.0,0,0,sales,low,EMP11776,4,Sales Executive,8.5,0,0.76
0.39,0.47,2.0,131,3.0,0.0,1,0,technical,low,EMP01415,12,Software Engineer,3.6,0,0.38
0.89,0.95,2.0,181,5.0,0.0,1,0,technical,medium,EMP00500,5,Software Engineer,9.1,0,0.90
0.59,0.61,3.0,210,2.0,0.0,0,0,sales,medium,EMP10391,9,Sales Executive,4.1,0,0.50
0.14,0.63,6.0,215,5.0,0.0,0,0,sales,low,EMP09244,15,Sales Executive,1.4,1,0.14
0.40,0.89,2.0,165,3.0,0.0,0,0,IT,medium,EMP11248,17,IT Support,2.4,0,0.32
0.60,0.57,3.0,203,2.0,0.0,0,0,sales,low,EMP08333,6,Sales Executive,5.9,0,0.60
0.92,0.64,2.0,104,7.0,0.0,0,0,product_mng,low,EMP11963,6,Product Manager,10.0,0,0.96
0.96,0.54,3.0,153,2.0,0.0,0,0,technical,medium,EMP02486,9,Software Engineer,8.6,0,0.91
0.94,0.55,3.0,160,3.0,0.0,0,0,sales,low,EMP07812,5,Sales Executive,7.7,0,0.86
0.87,0.48,5.0,242,3.0,0.0,0,0,sales,medium,EMP11362,6,Sales Executive,10.0,0,0.94
0.37,0.55,2.0,127,3.0,0.0,1,0,RandD,medium,EMP00304,16,Research Scientist,2.6,0,0.32
0.10,0.84,6.0,261,4.0,0.0,1,0,accounting,medium,EMP14393,13,Financial Analyst,1.0,0,0.10
0.73,0.99,6.0,206,5.0,0.0,1,0,sales,medium,EMP01704,9,Sales Executive,8.9,0,0.81
0.73,0.85,5.0,224,4.0,0.0,0,0,IT,low,EMP04340,9,IT Support,6.1,1,0.67
0.50,0.49,5.0,256,3.0,0.0,0,0,sales,medium,EMP09786,0,Sales Executive,6.6,0,0.58
0.62,0.55,4.0,218,3.0,0.0,0,0,support,medium,EMP08145,2,Customer Support,7.5,0,0.68
0.73,0.90,3.0,274,2.0,0.0,0,0,support,high,EMP11875,2,Customer Support,7.5,1,0.74
0.81,0.94,5.0,233,6.0,0.0,1,0,support,medium,EMP01043,0,Customer Support,9.2,1,0.86
0.75,0.53,3.0,244,2.0,0.0,0,0,product_mng,low,EMP10526,6,Product Manager,6.6,1,0.70
0.69,0.55,5.0,242,2.0,0.0,0,0,sales,medium,EMP02925,3,Sales Executive,6.3,0,0.66
0.92,0.68,4.0,178,3.0,0.0,0,0,product_mng,low,EMP11571,9,Product Manager,7.1,0,0.82
0.15,0.55,3.0,255,3.0,1.0,0,0,product_mng,medium,EMP08388,12,Product Manager,2.5,0,0.20
1.00,0.59,5.0,182,3.0,1.0,0,0,management,medium,EMP05939,9,Operations Manager,10.0,0,1.00
0.26,0.71,6.0,189,2.0,0.0,0,0,marketing,high,EMP05195,14,Marketing Analyst,1.6,1,0.21
0.85,0.88,3.0,235,2.0,0.0,0,0,technical,medium,EMP04697,5,Software Engineer,6.8,0,0.76
0.99,0.54,3.0,188,3.0,0.0,0,0,technical,medium,EMP09044,8,Software Engineer,10.0,0,1.00
0.82,0.87,3.0,204,4.0,0.0,0,0,support,medium,EMP05475,3,Customer Support,9.9,0,0.90
0.69,0.68,4.0,225,3.0,0.0,0,0,technical,low,EMP09140,4,Software Engineer,6.2,0,0.66
0.68,0.44,5.0,165,3.0,0.0,0,0,RandD,medium,EMP09308,1,Research Scientist,8.0,0,0.74
0.97,0.89,4.0,248,2.0,0.0,0,0,sales,low,EMP13062,0,Sales Executive,8.9,0,0.93
0.30,0.86,3.0,276,5.0,1.0,0,0,accounting,low,EMP02700,11,Financial Analyst,2.6,0,0.28
0.71,0.76,4.0,148,8.0,0.0,0,0,accounting,medium,EMP13339,1,Financial Analyst,8.1,0,0.76
0.73,0.49,3.0,168,2.0,1.0,0,0,sales,low,EMP06271,5,Sales Executive,7.9,0,0.76
0.57,0.75,4.0,249,10.0,0.0,0,0,product_mng,medium,EMP11629,7,Product Manager,5.4,0,0.55
0.74,1.00,5.0,223,5.0,0.0,1,0,accounting,low,EMP01069,2,Financial Analyst,6.7,0,0.70
0.94,0.84,5.0,240,3.0,0.0,0,0,sales,low,EMP09408,8,Sales Executive,10.0,0,0.97
0.81,0.66,3.0,181,2.0,1.0,0,0,sales,medium,EMP03078,8,Sales Executive,7.0,0,0.76
0.62,0.72,5.0,180,3.0,0.0,0,0,accounting,low,EMP02471,1,Financial Analyst,6.0,0,0.61
0.95,0.84,3.0,240,7.0,0.0,0,0,sales,medium,EMP11593,7,Sales Executive,8.0,0,0.88
0.33,0.39,3.0,98,3.0,1.0,0,0,RandD,low,EMP08086,19,Research Scientist,2.6,0,0.30
0.57,0.58,3.0,132,3.0,0.0,0,0,support,low,EMP06238,3,Customer Support,6.3,0,0.60
0.80,0.54,4.0,269,3.0,0.0,0,0,sales,medium,EMP02767,3,Sales Executive,6.8,0,0.74
0.20,0.68,5.0,167,7.0,0.0,0,0,marketing,medium,EMP13855,11,Marketing Analyst,1.0,1,0.15
0.36,0.48,2.0,156,3.0,0.0,1,0,accounting,high,EMP12385,9,Financial Analyst,2.9,0,0.32
0.87,0.80,4.0,197,3.0,0.0,0,0,sales,low,EMP06730,1,Sales Executive,8.3,1,0.85
0.97,0.64,3.0,237,3.0,0.0,0,0,IT,medium,EMP06324,4,IT Support,8.5,1,0.91
0.94,0.87,4.0,157,3.0,0.0,0,0,technical,medium,EMP09776,5,Software Engineer,9.7,1,0.96
0.54,0.97,5.0,233,3.0,1.0,0,0,marketing,low,EMP08098,4,Marketing Analyst,4.2,0,0.48
0.56,0.63,4.0,271,2.0,1.0,0,0,product_mng,high,EMP06022,1,Product Manager,3.2,0,0.44
0.74,1.00,4.0,249,5.0,0.0,1,0,IT,low,EMP12139,6,IT Support,9.3,1,0.84
0.73,0.69,3.0,228,2.0,0.0,0,1,sales,medium,EMP13071,3,Sales Executive,7.5,0,0.74
0.83,0.76,3.0,262,2.0,0.0,0,0,accounting,medium,EMP06439,7,Financial Analyst,10.0,1,0.92
0.64,0.85,3.0,213,4.0,0.0,0,0,technical,medium,EMP06072,6,Software Engineer,5.4,0,0.59
0.37,0.74,5.0,117,3.0,0.0,0,0,product_mng,medium,EMP05946,13,Product Manager,4.2,0,0.40
0.99,0.76,4.0,185,5.0,0.0,0,0,technical,low,EMP05157,8,Software Engineer,10.0,0,1.00
0.17,0.59,4.0,179,4.0,0.0,0,0,product_mng,low,EMP05643,17,Product Manager,1.5,1,0.16
0.09,0.96,6.0,268,4.0,0.0,1,0,technical,medium,EMP00421,17,Software Engineer,1.0,1,0.10
0.68,1.00,3.0,148,4.0,1.0,0,0,sales,low,EMP04451,5,Sales Executive,6.5,0,0.66
0.60,0.77,4.0,229,2.0,0.0,0,0,sales,low,EMP03828,5,Sales Executive,6.6,0,0.63
0.71,0.69,3.0,274,3.0,0.0,0,0,support,medium,EMP08224,5,Customer Support,7.7,0,0.74
0.10,0.85,7.0,259,4.0,0.0,1,0,technical,low,EMP01497,6,Software Engineer,1.0,1,0.10
0.37,0.49,2.0,151,3.0,0.0,1,0,technical,high,EMP01048,7,Software Engineer,4.6,0,0.42
0.88,0.91,4.0,233,4.0,0.0,0,0,technical,high,EMP13348,6,Software Engineer,9.7,1,0.92
0.10,0.85,6.0,273,4.0,0.0,1,0,sales,medium,EMP00857,6,Sales Executive,1.0,1,0.10
0.79,0.89,5.0,239,5.0,0.0,1,0,sales,low,EMP14375,0,Sales Executive,8.1,0,0.80
0.18,0.64,6.0,154,5.0,0.0,0,0,accounting,medium,EMP08120,14,Financial Analyst,1.1,1,0.15
0.50,0.73,5.0,165,2.0,0.0,0,0,accounting,low,EMP08197,1,Financial Analyst,5.1,0,0.50
0.91,0.78,4.0,153,3.0,0.0,0,0,RandD,medium,EMP06635,5,Research Scientist,10.0,1,0.96
0.66,0.75,6.0,100,4.0,1.0,0,0,support,low,EMP03590,7,Customer Support,7.0,1,0.68
0.64,0.52,3.0,223,3.0,0.0,0,0,sales,low,EMP04443,2,Sales Executive,7.7,1,0.70
0.54,0.61,3.0,182,2.0,0.0,0,0,sales,low,EMP03284,9,Sales Executive,4.4,0,0.49
0.69,0.92,5.0,220,2.0,0.0,0,0,product_mng,medium,EMP08391,7,Product Manager,8.0,0,0.74
0.72,0.81,4.0,144,2.0,0.0,0,0,IT,low,EMP07696,4,IT Support,7.3,0,0.72
0.57,0.50,4.0,177,2.0,0.0,0,0,marketing,high,EMP06563,7,Marketing Analyst,8.0,0,0.68
0.69,0.96,3.0,210,3.0,0.0,0,0,support,low,EMP03406,5,Customer Support,6.0,0,0.64
0.11,0.93,7.0,284,4.0,0.0,1,0,technical,low,EMP00821,7,Software Engineer,1.0,0,0.11
0.09,0.83,6.0,295,5.0,0.0,1,0,technical,low,EMP01644,8,Software Engineer,1.5,1,0.12
0.69,0.56,3.0,240,2.0,0.0,0,0,support,medium,EMP07223,6,Customer Support,7.0,0,0.70
0.75,0.95,3.0,253,3.0,0.0,0,0,marketing,medium,EMP04741,7,Marketing Analyst,6.8,1,0.72
0.31,0.49,4.0,165,3.0,1.0,0,0,technical,low,EMP02632,14,Software Engineer,3.7,1,0.34
0.44,0.50,2.0,148,3.0,0.0,1,0,accounting,medium,EMP00108,11,Financial Analyst,4.8,0,0.46
0.54,0.65,3.0,185,2.0,0.0,0,0,accounting,high,EMP10335,7,Financial Analyst,4.8,1,0.51
0.40,0.56,2.0,131,3.0,0.0,1,0,IT,low,EMP00368,18,IT Support,4.2,0,0.41
0.42,0.54,2.0,143,3.0,1.0,1,0,sales,low,EMP14695,8,Sales Executive,5.0,0,0.46
0.15,0.51,6.0,248,5.0,0.0,0,0,support,low,EMP02421,9,Customer Support,2.0,0,0.18
0.09,0.83,6.0,282,4.0,0.0,1,0,technical,medium,EMP00730,5,Software Engineer,1.0,0,0.10
